gamma1_loss,gamma2_loss,D_loss,mean_loss,epoch,step
0.21360772848129272,0.7963032126426697,0.4240681827068329,0.47799304127693176,0,0
0.14966396987438202,0.6047821640968323,0.42395251989364624,0.3927995264530182,1,1
0.09776647388935089,0.4434211552143097,0.42388808727264404,0.32169193029403687,2,2
0.05760866031050682,0.31077200174331665,0.4238757789134979,0.2640855014324188,3,3
0.02869243547320366,0.20509402453899384,0.42391476035118103,0.21923375129699707,4,4
0.010287067852914333,0.12436378002166748,0.4240031838417053,0.1862180233001709,5,5
0.0013652736088261008,0.06628569960594177,0.42413756251335144,0.16392949223518372,6,6
0.0005287546664476395,0.028262624517083168,0.424311101436615,0.1510341465473175,7,7
0.005950939375907183,0.007334298454225063,0.4245128333568573,0.14593268930912018,8,8
0.015401283279061317,0.00012659172352869064,0.42472749948501587,0.14675180613994598,9,9
0.026431526988744736,0.002889147261157632,0.4249361753463745,0.15141893923282623,10,10
0.036734797060489655,0.011703373864293098,0.42511898279190063,0.1578523814678192,11,11
0.04454527422785759,0.02287128195166588,0.4252588450908661,0.16422513127326965,12,12
0.04888186231255531,0.033361565321683884,0.4253450036048889,0.16919614374637604,13,13
0.04954665154218674,0.04112397879362106,0.4253748059272766,0.17201516032218933,14,14
0.04694254696369171,0.04515845328569412,0.42535194754600525,0.17248432338237762,15,15
0.04183229058980942,0.04536553472280502,0.42528465390205383,0.1708274930715561,16,16
0.03512437269091606,0.04228173941373825,0.42518287897109985,0.1675296574831009,17,17
0.027715740725398064,0.03680074214935303,0.4250566065311432,0.1631910502910614,18,18
0.020392267033457756,0.02993852086365223,0.4249146580696106,0.15841515362262726,19,19
0.013773501850664616,0.022661177441477776,0.42476457357406616,0.15373307466506958,20,20
0.00828955415636301,0.015775339677929878,0.424611896276474,0.1495589315891266,21,21
0.0041809710673987865,0.009869611822068691,0.4244607090950012,0.14617042243480682,22,22
0.0015141248004510999,0.005297520197927952,0.42431339621543884,0.14370834827423096,23,23
0.00020805849635507911,0.0021902616135776043,0.42417100071907043,0.14218977093696594,24,24
6.837018008809537e-05,0.0004907788243144751,0.42403337359428406,0.1415308564901352,25,25
0.0008251076797023416,2.7637204880193167e-07,0.4238998293876648,0.14157506823539734,26,26
0.0021711839362978935,0.00042998199933208525,0.42376911640167236,0.14212343096733093,27,27
0.003798161167651415,0.0014518859097734094,0.42363956570625305,0.1429632008075714,28,28
0.0054266322404146194,0.002743394812569022,0.42350971698760986,0.1438932567834854,29,29
0.006829065270721912,0.004022591281682253,0.4233781397342682,0.14474326372146606,30,30
0.0078439237549901,0.005071850493550301,0.42324379086494446,0.14538651704788208,31,31
0.00838085263967514,0.0057500144466757774,0.4231056869029999,0.14574551582336426,32,32
0.00841783732175827,0.005993611179292202,0.42296335101127625,0.14579160511493683,33,33
0.007992028258740902,0.0058092097751796246,0.4228164553642273,0.14553923904895782,34,34
0.007186012342572212,0.0052594211883842945,0.4226650595664978,0.14503681659698486,35,35
0.006111790891736746,0.004445164930075407,0.42250916361808777,0.14435537159442902,36,36
0.004894499201327562,0.0034865918569266796,0.42234909534454346,0.1435767263174057,37,37
0.0036572287790477276,0.002505032578483224,0.42218509316444397,0.14278244972229004,38,38
0.002508533885702491,0.0016076733591035008,0.42201751470565796,0.1420445740222931,39,39
0.0015330833848565817,0.0008761419449001551,0.42184674739837646,0.14141865074634552,40,40
0.0007860281621105969,0.0003597624017857015,0.4216729402542114,0.14093957841396332,41,41
0.0002912332129199058,7.366904173977673e-05,0.4214964210987091,0.14062044024467468,42,42
4.2929259507218376e-05,1.442486450287106e-06,0.42131751775741577,0.14045396447181702,43,43
1.0422721061331686e-05,0.00010149611625820398,0.42113640904426575,0.14041610062122345,44,44
0.00014496057701762766,0.0003160375345032662,0.4209532141685486,0.140471413731575,45,45
0.00038780661998316646,0.0005811652517877519,0.4207683205604553,0.14057908952236176,46,46
0.0006784797878935933,0.0008366351248696446,0.42058196663856506,0.14069902896881104,47,47
0.0009621284552849829,0.001033912179991603,0.4203945994377136,0.14079688489437103,48,48
0.001195186167024076,0.0011415282497182488,0.4202064871788025,0.14084772765636444,49,49
0.0013487964170053601,0.0011473495978862047,0.42001816630363464,0.14083810150623322,50,50
0.0014098524115979671,0.0010574980406090617,0.41982996463775635,0.14076577126979828,51,51
0.0013798318104818463,0.0008928707684390247,0.41964226961135864,0.1406383216381073,52,52
0.0012718669604510069,0.000683868711348623,0.4194554090499878,0.14047038555145264,53,53
0.001106866984628141,0.0004643743159249425,0.4192695617675781,0.14028026163578033,54,54
0.0009092162945307791,0.00026616998366080225,0.41908469796180725,0.14008669555187225,55,55
0.0007028700783848763,0.00011428705329308286,0.41890084743499756,0.13990600407123566,56,56
0.0005082236602902412,2.4185659640352242e-05,0.41871780157089233,0.13975007832050323,57,57
0.0003400910063646734,6.010060360495117e-07,0.4185350835323334,0.13962526619434357,58,58
0.00020689429948106408,3.820659912889823e-05,0.41835230588912964,0.13953246176242828,59,59
0.00011088890460086986,0.00012360778055153787,0.4181690216064453,0.13946783542633057,60,60
4.924769382341765e-05,0.0002382666280027479,0.4179845452308655,0.13942401111125946,61,61
